job_id,estimate_id,customer_id,service_id,technician_id,completed_date,city,customer_type,maintenance_member,emergency_flag,billed_revenue,estimated_labor_hours,actual_labor_hours,labor_cost,material_cost,first_time_fix_flag,callback_flag,agreement_sold_flag,travel_minutes,response_minutes,customer_rating
5312,7503,464,4,5,2026-01-06,Nashville,Residential,1,0,2128.86,10.33,9.64,346.98,566.76,1,0,0,28,266,4.4
5313,7504,1374,5,4,2026-01-06,Franklin,Residential,0,0,184.61,1.44,1.73,48.56,29.14,1,0,0,47,189,4.0
5314,7506,559,6,1,2026-01-06,Franklin,Residential,0,0,1132.2,3.4,3.02,102.69,484.41,1,0,0,44,192,4.5
5315,7507,98,1,8,2026-01-06,Brentwood,Residential,1,0,372.41,2.5,2.34,63.28,106.91,1,0,0,30,166,4.3
5316,7508,1400,5,5,2026-01-06,Nashville,Residential,0,0,264.94,1.14,1.1,39.58,47.41,1,0,0,20,224,4.9
5317,7509,898,5,8,2026-01-06,Franklin,Commercial,1,0,397.39,1.63,1.85,49.9,61.65,1,0,0,53,215,4.9
5318,7510,592,1,8,2026-01-06,Nashville,Commercial,0,1,908.12,1.81,2.18,58.98,148.29,0,1,0,34,235,3.7
5319,7511,975,5,6,2026-01-06,Nashville,Residential,0,0,178.6,1.25,1.08,33.57,26.11,1,0,0,30,216,4.7
5320,7512,161,5,2,2026-01-06,Franklin,Residential,1,0,190.02,1.28,1.32,46.04,25.17,1,0,0,24,147,4.8
5321,7513,207,2,5,2026-01-06,Nashville,Residential,1,0,373.73,1.93,1.03,37.23,95.01,1,0,0,23,204,5.0
5322,7515,192,2,7,2026-01-06,Brentwood,Commercial,1,1,764.87,2.52,2.94,102.73,196.49,1,0,0,48,126,4.6
5323,7516,470,5,2,2026-01-06,Brentwood,Commercial,0,0,292.47,1.49,1.84,64.34,40.22,1,0,0,43,309,5.0
5324,7517,1431,7,6,2026-01-06,Nolensville,Residential,0,0,979.8,4.95,3.41,105.78,242.02,1,0,0,34,280,4.7
5325,7518,892,3,5,2026-01-06,Nashville,Residential,0,0,8760.49,18.39,19.21,691.46,4817.56,0,1,0,42,248,4.0
5326,7519,1364,2,3,2026-01-06,Nashville,Residential,1,0,462.1,2.43,1.9,55.22,100.14,1,0,0,17,234,4.6
5327,7520,1154,1,1,2026-01-06,Nashville,Residential,1,0,415.29,2.29,3.02,102.83,88.44,1,0,0,32,274,5.0
5328,7521,1055,5,1,2026-01-06,Nashville,Residential,1,0,222.27,1.54,1.73,58.66,32.59,1,0,0,49,219,5.0
5329,7522,515,7,5,2026-01-06,Nashville,Residential,0,0,952.63,3.34,2.82,101.63,241.82,1,0,0,19,193,5.0
5330,7523,1025,1,4,2026-01-06,Spring Hill,Residential,0,0,421.72,1.99,2.19,61.23,90.19,0,0,0,38,178,4.6
5331,7524,939,2,8,2026-01-06,Franklin,Residential,0,0,526.3,2.54,2.79,75.22,129.73,1,0,0,33,200,4.1
5332,7528,1015,2,7,2026-01-07,Franklin,Residential,0,0,588.39,2.56,2.68,93.91,111.22,1,0,0,44,239,4.3
5333,7529,388,5,7,2026-01-07,Brentwood,Residential,0,0,281.82,1.6,1.28,44.91,34.65,1,0,0,33,328,5.0
5334,7530,1416,6,7,2026-01-07,Franklin,Residential,0,0,1383.38,3.15,2.69,94.06,438.24,1,0,0,36,239,5.0
5335,7532,67,5,3,2026-01-07,Spring Hill,Residential,0,0,200.08,1.37,1.49,43.15,30.9,1,0,0,35,277,5.0
5336,7533,1416,4,7,2026-01-07,Franklin,Residential,0,0,2198.83,10.74,9.84,344.34,749.37,0,0,0,23,282,4.2
5337,7535,1183,5,6,2026-01-07,Spring Hill,Residential,1,0,183.41,1.29,1.26,39.13,35.21,1,0,0,31,187,5.0
5338,7536,880,6,3,2026-01-07,Franklin,Residential,0,0,1304.78,3.65,3.67,106.41,555.34,1,0,0,41,208,4.4
5339,7537,641,7,1,2026-01-07,Nashville,Residential,0,0,1101.81,4.47,4.67,158.81,300.84,1,0,0,12,284,4.8
5340,7538,975,6,8,2026-01-07,Nashville,Residential,0,0,1389.32,3.58,3.61,97.6,560.52,1,0,0,18,316,3.9
5341,7539,1054,1,3,2026-01-07,Franklin,Residential,1,1,264.0,2.09,2.27,65.73,59.34,1,0,0,53,109,4.5
5342,7540,9,1,3,2026-01-07,Nolensville,Residential,1,1,391.94,2.3,2.72,78.74,98.88,1,0,0,29,52,4.1
5343,7541,1297,5,7,2026-01-07,Nashville,Residential,1,0,168.79,1.44,1.49,52.27,26.62,0,1,0,29,284,3.8
5344,7542,141,4,5,2026-01-07,Nashville,Residential,0,0,2598.16,9.26,10.01,360.51,863.75,1,1,0,31,303,4.2
5345,7543,137,2,8,2026-01-07,Franklin,Residential,0,0,535.14,2.65,3.4,91.92,116.31,0,1,0,48,239,3.8
5346,7546,1026,4,7,2026-01-07,Nashville,Residential,1,0,2350.45,9.64,10.45,365.88,751.13,1,0,0,41,217,4.6
5347,7548,943,1,1,2026-01-07,Nolensville,Residential,1,0,419.24,2.33,2.72,92.31,85.73,1,0,0,48,206,5.0
5348,7549,419,4,7,2026-01-07,Nashville,Commercial,1,0,4172.31,11.03,11.26,394.06,1345.73,1,0,0,64,315,4.8
5349,7550,205,4,7,2026-01-07,Franklin,Residential,1,0,2627.11,8.12,11.34,396.85,730.08,1,0,0,28,219,4.6
5350,7552,1326,6,6,2026-01-07,Nolensville,Residential,0,0,1058.2,2.88,2.84,88.0,478.75,0,1,0,22,174,4.5
5351,7553,459,1,6,2026-01-07,Nashville,Residential,0,0,436.87,1.78,1.83,56.88,71.42,1,0,0,46,247,4.7
5352,7554,885,4,5,2026-01-07,Spring Hill,Commercial,1,0,3531.57,9.58,10.71,385.5,1439.97,1,0,0,58,231,4.7
5353,7555,1051,5,7,2026-01-08,Brentwood,Residential,0,0,169.48,1.21,1.28,44.7,23.29,1,0,0,44,236,5.0
5354,7556,556,1,3,2026-01-08,Franklin,Residential,1,0,450.16,2.15,1.88,54.46,114.84,0,1,0,43,246,4.0
5355,7558,669,5,1,2026-01-08,Franklin,Residential,1,0,167.43,1.33,1.45,49.2,26.71,1,0,0,48,200,4.5
5356,7559,986,5,5,2026-01-08,Franklin,Residential,0,0,169.5,1.31,1.21,43.6,22.13,1,0,0,33,240,4.7
5357,7560,126,2,8,2026-01-08,Nashville,Residential,0,0,675.8,2.32,2.37,63.96,160.41,1,0,1,12,234,3.5
5358,7561,444,2,2,2026-01-08,Franklin,Residential,1,1,411.09,2.2,1.61,56.26,100.82,1,0,0,33,110,5.0
5359,7562,52,6,5,2026-01-08,Nolensville,Residential,1,0,1323.35,3.92,5.19,187.0,465.73,1,0,0,52,252,4.4
5360,7564,53,5,4,2026-01-08,Franklin,Residential,0,0,168.4,1.21,1.36,38.14,22.19,1,0,0,39,214,4.5
5361,7565,359,2,5,2026-01-08,Nolensville,Residential,0,0,455.73,1.91,1.44,52.0,95.22,1,0,0,46,251,4.4
5362,7566,429,1,2,2026-01-08,Franklin,Residential,1,0,412.6,2.27,2.51,87.83,101.81,1,0,0,31,242,4.7
5363,7569,1432,5,8,2026-01-08,Nashville,Residential,0,0,201.55,1.3,1.46,39.33,28.5,0,1,0,16,139,3.7
5364,7570,364,1,4,2026-01-08,Spring Hill,Residential,1,0,383.23,2.48,1.91,53.41,91.53,1,0,0,11,145,4.7
5365,7571,729,1,5,2026-01-08,Spring Hill,Residential,0,0,445.16,2.5,3.14,113.17,92.39,1,0,0,40,292,4.4
5366,7573,101,5,7,2026-01-08,Franklin,Residential,0,0,190.44,1.55,1.45,50.89,37.73,1,0,0,32,216,4.1
5367,7576,1316,1,3,2026-01-08,Brentwood,Residential,0,1,515.83,2.14,2.18,63.14,118.39,1,0,0,44,31,4.8
5368,7577,1098,1,2,2026-01-08,Nashville,Residential,0,0,495.44,2.17,2.16,75.47,108.39,1,0,0,49,208,5.0
5369,7578,666,5,3,2026-01-08,Spring Hill,Commercial,0,0,270.88,1.35,1.54,44.67,33.18,1,0,0,37,195,4.7
5370,7581,965,5,2,2026-01-09,Spring Hill,Residential,0,0,210.07,1.13,0.88,30.75,31.31,1,0,1,28,301,4.9
5371,7584,442,2,5,2026-01-09,Nolensville,Residential,1,0,335.61,2.7,2.07,74.49,66.06,1,0,0,43,213,4.6
5372,7585,385,1,5,2026-01-09,Nolensville,Residential,0,0,645.33,2.23,1.83,66.0,174.76,0,1,0,51,229,3.7
5373,7588,1027,5,2,2026-01-09,Nashville,Residential,0,0,167.76,1.1,0.96,33.58,23.06,1,0,0,15,348,4.7
5374,7589,1245,2,7,2026-01-09,Nashville,Commercial,0,0,768.65,2.68,2.59,90.62,166.75,1,0,1,30,248,4.4
5375,7591,119,5,8,2026-01-09,Nashville,Residential,0,0,177.97,1.18,1.21,32.66,25.81,0,0,0,44,368,4.7
5376,7592,190,3,5,2026-01-09,Spring Hill,Residential,1,0,11578.26,15.55,16.02,576.66,5863.9,1,0,0,44,162,5.0
5377,7593,821,6,1,2026-01-09,Spring Hill,Residential,1,0,1305.59,3.71,4.09,139.19,512.74,1,0,0,42,223,4.9
5378,7594,3,6,1,2026-01-09,Nashville,Residential,0,0,1212.13,3.54,2.96,100.69,541.06,1,0,0,21,121,5.0
5379,7595,788,5,4,2026-01-09,Spring Hill,Residential,0,0,202.67,1.19,1.43,39.95,31.22,0,1,1,19,282,3.4
5380,7597,1090,5,4,2026-01-09,Brentwood,Residential,0,0,219.09,1.14,1.04,28.98,35.0,0,1,0,49,325,4.0
5381,7598,1357,1,5,2026-01-09,Franklin,Residential,0,0,432.12,1.84,1.82,65.35,104.67,1,0,0,41,206,4.8
5382,7599,506,1,8,2026-01-09,Nashville,Residential,0,0,476.23,2.33,2.38,64.19,105.37,1,0,0,34,232,3.9
5383,7602,514,2,3,2026-01-09,Franklin,Residential,1,0,463.69,2.58,2.89,83.87,113.65,1,0,0,54,192,4.5
5384,7603,608,1,1,2026-01-09,Franklin,Residential,1,0,437.04,1.98,1.61,54.68,99.51,1,0,0,39,295,4.9
5385,7605,1375,5,8,2026-01-09,Spring Hill,Residential,0,0,134.5,1.18,1.39,37.53,20.77,1,0,0,43,239,4.6
5386,7606,342,5,2,2026-01-09,Franklin,Residential,0,0,212.16,1.31,0.91,31.99,29.31,1,0,0,9,278,5.0
5387,7607,1062,2,2,2026-01-09,Nolensville,Residential,0,1,585.61,2.44,2.9,101.5,139.79,1,0,1,55,92,4.4
5388,7608,1130,1,5,2026-01-09,Spring Hill,Residential,0,0,398.75,1.96,1.65,59.51,96.23,1,0,0,56,182,4.8
5389,7609,293,1,6,2026-01-09,Nashville,Residential,0,0,431.61,2.24,2.94,91.1,76.42,0,1,1,41,216,3.8
5390,7610,496,1,8,2026-01-10,Nashville,Residential,0,0,454.29,2.2,2.42,65.3,83.99,1,0,0,22,177,5.0
5391,7612,1219,5,3,2026-01-10,Nashville,Residential,0,0,201.54,1.45,1.76,50.94,28.5,1,0,0,56,285,4.9
5392,7613,1163,5,8,2026-01-10,Nolensville,Residential,0,0,159.71,1.16,1.26,33.99,21.94,1,0,0,58,289,4.2
5393,7614,648,6,1,2026-01-10,Brentwood,Residential,0,0,1195.53,3.51,3.21,109.28,367.92,1,0,0,54,253,5.0
5394,7616,77,4,5,2026-01-10,Nashville,Residential,1,0,1718.01,6.86,7.07,254.5,420.01,1,0,0,26,235,4.3
5395,7617,402,6,7,2026-01-10,Franklin,Residential,0,0,1190.24,4.32,4.03,141.03,476.98,0,0,0,21,225,4.7
5396,7619,902,1,5,2026-01-10,Spring Hill,Residential,1,0,441.46,2.07,1.58,56.92,108.5,1,0,0,57,188,4.5
5397,7620,906,6,8,2026-01-10,Spring Hill,Residential,0,0,1353.9,4.17,4.99,134.86,552.64,0,0,0,41,286,4.5
5398,7621,1055,5,6,2026-01-10,Nashville,Residential,1,0,162.09,1.01,1.11,34.44,27.31,1,0,0,56,289,4.9
5399,7622,1045,1,4,2026-01-10,Brentwood,Residential,1,0,360.6,1.86,2.29,64.18,94.63,1,0,0,46,254,4.6
5400,7624,755,1,2,2026-01-10,Spring Hill,Residential,0,0,433.39,2.0,1.67,58.62,89.09,1,0,0,44,262,4.8
5401,7625,337,1,5,2026-01-10,Nashville,Commercial,1,0,917.21,2.22,2.22,79.78,229.26,1,0,0,47,282,4.8
5402,7626,983,6,1,2026-01-10,Franklin,Residential,0,0,1013.27,3.09,3.59,121.95,385.25,1,0,0,32,282,4.5
5403,7627,1351,7,7,2026-01-11,Nashville,Residential,0,0,1417.86,4.35,3.37,117.99,310.77,1,1,0,43,263,4.2
5404,7628,705,2,7,2026-01-11,Franklin,Residential,1,0,460.79,2.82,2.87,100.59,140.67,1,0,0,40,270,4.9
5405,7629,1426,5,3,2026-01-11,Nashville,Residential,0,0,189.36,1.02,0.69,19.92,33.38,1,0,0,46,201,4.6
5406,7633,72,3,7,2026-01-11,Spring Hill,Residential,0,0,8704.77,18.46,16.75,586.33,3679.44,1,0,0,44,240,4.9
5407,7634,758,1,4,2026-01-11,Nashville,Commercial,0,0,797.87,2.08,1.93,53.92,202.67,1,0,0,37,225,4.6
5408,7635,421,7,2,2026-01-11,Franklin,Residential,0,0,985.05,4.0,3.26,113.99,252.14,1,0,0,48,300,4.8
5409,7638,1067,1,7,2026-01-11,Franklin,Residential,0,1,486.54,2.44,3.17,110.87,84.1,1,0,0,38,37,4.5
5410,7640,1238,1,1,2026-01-11,Nolensville,Residential,0,0,620.45,1.66,1.5,51.08,119.1,1,0,0,42,325,4.6
5411,7641,547,3,5,2026-01-11,Brentwood,Residential,0,0,8450.18,15.51,11.53,414.97,4905.41,1,0,0,35,296,4.9
5412,7643,464,3,5,2026-01-11,Nashville,Residential,1,0,10671.47,19.43,17.86,642.94,6721.96,1,0,0,30,193,4.3
5413,7645,825,2,2,2026-01-11,Nashville,Residential,0,0,876.33,2.53,2.28,79.75,178.29,1,0,0,31,267,5.0
5414,7647,748,1,3,2026-01-11,Franklin,Commercial,0,0,662.18,2.1,2.24,65.07,120.0,1,0,0,51,125,5.0
5415,7648,1042,5,2,2026-01-11,Spring Hill,Residential,0,0,210.0,1.56,1.7,59.4,36.93,1,0,0,41,166,4.9
5416,7650,678,4,7,2026-01-12,Nashville,Residential,0,0,3145.93,10.75,10.5,367.55,1059.2,1,0,0,41,251,4.6
5417,7652,942,5,6,2026-01-12,Franklin,Residential,0,0,260.99,1.28,1.47,45.66,46.08,1,0,0,40,218,4.6
5418,7653,677,2,8,2026-01-12,Spring Hill,Residential,0,0,433.26,2.15,2.25,60.63,109.61,1,0,0,45,280,3.8
5419,7657,1364,2,6,2026-01-12,Nashville,Residential,1,0,651.66,2.08,1.67,51.85,156.15,1,0,0,43,227,4.6
5420,7659,252,1,2,2026-01-12,Brentwood,Residential,0,0,570.66,2.34,2.01,70.35,118.98,1,0,0,19,221,4.8
5421,7660,1268,1,3,2026-01-12,Nashville,Residential,0,0,362.69,2.7,2.39,69.35,87.2,1,0,0,27,197,4.4
5422,7661,420,1,4,2026-01-12,Nashville,Residential,0,0,561.02,2.04,2.09,58.64,127.77,1,0,0,33,219,4.6
5423,7662,497,1,5,2026-01-12,Nashville,Commercial,0,1,814.18,2.17,1.88,67.71,174.86,1,0,0,44,27,4.3
5424,7663,327,3,5,2026-01-12,Brentwood,Residential,0,0,8397.15,17.76,15.24,548.47,3521.79,1,0,0,43,254,4.9
5425,7666,1279,5,6,2026-01-12,Nashville,Residential,0,0,176.06,1.39,1.2,37.19,22.88,1,0,0,40,133,5.0
5426,7667,244,1,3,2026-01-12,Spring Hill,Residential,0,1,529.35,2.03,2.61,75.62,117.29,1,0,0,43,177,4.3
5427,7668,144,1,1,2026-01-12,Nashville,Residential,0,0,506.16,2.33,1.83,62.27,101.93,1,0,0,33,227,4.6
5428,7669,260,1,3,2026-01-12,Brentwood,Commercial,0,0,792.86,1.98,1.64,47.6,181.48,1,0,1,29,219,4.5
5429,7670,1233,1,8,2026-01-12,Brentwood,Residential,1,0,610.53,1.85,2.37,64.05,149.85,0,1,0,22,215,3.3
5430,7673,428,1,1,2026-01-12,Nashville,Residential,0,0,438.95,2.24,2.0,67.92,125.79,1,0,0,22,242,4.7
5431,7674,1018,1,8,2026-01-12,Nolensville,Commercial,0,0,887.81,2.45,2.55,68.79,156.57,1,0,0,55,177,4.4
5432,7677,48,5,6,2026-01-12,Brentwood,Residential,1,0,214.5,1.19,1.01,31.43,30.38,1,0,0,34,189,5.0
5433,7678,589,3,7,2026-01-12,Spring Hill,Residential,1,0,9802.25,16.86,14.09,493.02,5222.67,1,0,0,46,221,4.5
5434,7680,1178,1,2,2026-01-12,Brentwood,Residential,0,0,427.11,1.85,1.58,55.2,102.8,1,0,0,28,258,4.8
5435,7681,1059,2,8,2026-01-13,Nashville,Residential,0,0,517.58,2.25,2.52,68.13,115.12,1,0,0,47,223,4.7
5436,7682,442,5,3,2026-01-13,Nolensville,Residential,1,0,186.06,1.34,1.34,38.86,28.45,1,0,0,44,199,4.5
5437,7683,427,6,2,2026-01-13,Nolensville,Residential,1,0,1432.71,3.73,3.69,129.27,590.0,1,0,0,36,215,5.0
5438,7684,43,3,5,2026-01-13,Franklin,Residential,0,0,9200.15,18.48,15.47,557.02,3811.01,1,0,0,56,208,4.9
5439,7685,691,6,3,2026-01-13,Franklin,Residential,1,0,752.18,3.66,2.91,84.32,315.04,1,0,0,44,268,4.7
5440,7686,746,5,5,2026-01-13,Franklin,Residential,0,0,278.29,1.1,1.24,44.79,33.53,1,0,1,54,305,4.7
5441,7690,989,7,6,2026-01-13,Brentwood,Commercial,0,0,1688.94,4.91,5.26,162.97,448.07,1,0,0,23,241,4.7
5442,7691,1247,1,2,2026-01-13,Franklin,Commercial,0,0,809.91,2.77,2.89,101.17,173.82,1,0,0,27,188,5.0
5443,7693,298,2,8,2026-01-13,Nashville,Residential,0,0,389.95,2.72,3.43,92.52,78.14,1,0,1,8,204,4.5
5444,7695,1214,3,5,2026-01-13,Nolensville,Residential,0,0,8887.48,16.41,13.92,501.17,5102.19,1,0,0,25,246,4.8
5445,7696,578,5,1,2026-01-13,Brentwood,Residential,0,0,203.3,1.21,1.36,46.24,29.16,1,0,0,42,218,5.0
5446,7697,1363,2,8,2026-01-13,Brentwood,Residential,0,1,632.52,2.61,2.6,70.29,151.99,1,0,0,35,20,3.9
5447,7698,195,6,5,2026-01-13,Brentwood,Commercial,1,0,1870.21,3.46,2.8,100.69,706.58,1,0,0,42,163,4.8
5448,7699,198,1,4,2026-01-13,Nolensville,Residential,0,0,498.29,2.46,2.67,74.78,114.67,1,0,0,21,195,4.4
5449,7700,165,2,4,2026-01-13,Franklin,Residential,0,0,672.31,2.84,2.91,81.49,150.28,0,1,0,29,200,4.1
5450,7702,639,5,6,2026-01-13,Nolensville,Residential,0,0,232.53,1.19,0.95,29.32,33.5,1,0,0,40,324,4.9
5451,7703,447,1,8,2026-01-13,Spring Hill,Residential,0,0,380.25,2.09,1.89,51.04,95.34,0,0,1,60,223,4.6
5452,7704,378,5,4,2026-01-14,Nashville,Residential,0,0,174.31,1.22,1.09,30.47,25.0,1,0,0,66,218,4.7
5453,7708,398,2,8,2026-01-14,Nashville,Residential,1,0,566.04,2.2,2.9,78.4,127.39,1,0,0,36,283,4.3
5454,7709,1130,1,7,2026-01-14,Spring Hill,Residential,0,0,816.84,1.95,1.86,65.25,154.57,1,0,0,37,294,4.6
5455,7710,158,7,7,2026-01-14,Nolensville,Residential,0,0,936.35,5.1,4.8,167.93,249.79,1,0,0,45,220,4.3
5456,7711,559,5,6,2026-01-14,Franklin,Residential,0,0,219.2,1.48,1.36,42.07,32.38,1,0,0,36,208,4.8
5457,7712,369,5,7,2026-01-14,Franklin,Residential,0,0,206.41,1.06,1.05,36.83,26.09,1,0,1,8,197,3.9
5458,7715,151,6,4,2026-01-14,Nolensville,Residential,0,0,1079.84,3.91,3.53,98.9,436.11,1,0,0,32,213,4.2
5459,7717,1412,4,7,2026-01-14,Franklin,Residential,0,0,2752.6,8.7,7.58,265.35,794.12,1,0,0,25,306,4.3
5460,7719,619,1,2,2026-01-14,Nashville,Residential,1,0,383.72,2.19,2.12,74.2,119.29,1,0,0,24,176,4.8
5461,7720,128,4,7,2026-01-14,Brentwood,Residential,1,0,2259.65,10.94,12.1,423.49,553.66,1,0,0,49,282,4.7
5462,7722,152,7,6,2026-01-14,Nolensville,Residential,0,0,1079.93,4.58,4.77,147.75,329.65,1,0,0,29,233,4.5
5463,7726,482,5,8,2026-01-14,Brentwood,Residential,1,0,164.49,1.2,1.43,38.74,26.41,1,0,0,41,252,4.2
5464,7727,1146,5,7,2026-01-14,Nashville,Residential,0,0,212.53,0.96,0.85,29.84,29.2,1,0,0,30,316,4.2
5465,7728,1007,7,7,2026-01-14,Nashville,Commercial,0,0,2288.93,5.18,5.24,183.25,534.64,1,0,0,49,299,4.7
5466,7729,698,1,6,2026-01-14,Spring Hill,Residential,0,0,523.85,2.16,2.5,77.54,103.89,1,0,0,34,303,4.6
5467,7731,422,5,6,2026-01-15,Spring Hill,Residential,1,0,217.55,1.0,1.07,33.23,30.81,1,0,0,48,234,5.0
5468,7732,771,7,2,2026-01-15,Nashville,Residential,1,0,1007.84,4.63,3.93,137.47,241.42,1,0,0,27,114,5.0
5469,7733,410,5,2,2026-01-15,Brentwood,Residential,0,0,225.82,1.17,1.14,40.02,36.01,1,0,1,42,272,4.6
5470,7734,1412,1,2,2026-01-15,Franklin,Residential,0,0,364.59,1.96,1.81,63.48,98.04,1,0,0,34,223,5.0
5471,7735,197,5,7,2026-01-15,Brentwood,Residential,0,0,197.54,1.17,1.43,50.0,31.3,1,0,0,44,265,4.5
5472,7736,502,2,6,2026-01-15,Nolensville,Residential,0,1,432.64,2.34,1.9,58.99,89.09,1,0,0,36,98,4.9
5473,7737,707,5,3,2026-01-15,Franklin,Residential,0,0,261.69,1.4,1.15,33.42,36.72,0,1,0,44,210,4.2
5474,7738,387,5,2,2026-01-15,Nashville,Residential,0,0,134.6,1.37,1.33,46.45,19.75,1,0,0,39,101,4.7
5475,7739,603,1,4,2026-01-15,Spring Hill,Residential,0,0,486.51,2.21,2.58,72.29,98.91,0,1,0,32,351,4.0
5476,7742,1189,5,8,2026-01-15,Spring Hill,Commercial,1,0,418.93,1.53,2.1,56.57,70.8,0,0,0,65,184,4.5
5477,7743,895,4,7,2026-01-15,Spring Hill,Residential,0,0,2495.77,10.03,8.15,285.22,849.5,0,1,0,35,255,4.5
5478,7746,272,2,4,2026-01-15,Franklin,Residential,1,0,606.5,2.55,3.1,86.7,157.81,1,0,0,52,272,4.5
5479,7747,966,5,3,2026-01-15,Brentwood,Residential,0,0,137.83,1.17,1.27,36.82,21.68,1,0,0,21,166,4.5
5480,7748,1268,3,5,2026-01-15,Nashville,Residential,0,0,7187.54,19.85,20.22,727.84,3488.6,1,0,0,26,263,4.5
5481,7749,318,7,4,2026-01-15,Nashville,Residential,0,0,1460.93,4.7,3.99,111.68,305.25,0,0,0,31,259,4.4
5482,7751,359,5,8,2026-01-15,Nolensville,Residential,0,0,178.4,1.37,1.97,53.17,26.29,1,0,0,55,196,4.5
5483,7752,1416,2,6,2026-01-15,Franklin,Residential,0,0,602.04,2.45,1.44,44.74,129.39,1,0,0,40,182,4.6
5484,7753,104,2,2,2026-01-15,Nashville,Residential,0,1,421.27,2.49,1.96,68.53,91.66,1,0,0,40,72,5.0
5485,7756,208,1,7,2026-01-16,Nashville,Residential,0,0,581.64,2.06,1.86,65.08,131.79,1,0,0,69,251,4.7
5486,7757,364,5,4,2026-01-16,Spring Hill,Residential,1,0,214.72,1.24,1.12,31.46,30.2,1,0,0,24,136,4.4
5487,7758,951,5,6,2026-01-16,Franklin,Residential,0,0,222.87,1.31,1.14,35.41,29.85,1,0,0,41,218,4.6
5488,7760,765,1,2,2026-01-16,Nolensville,Residential,0,0,578.25,2.49,2.39,83.6,118.74,1,0,0,56,343,4.8
5489,7761,621,5,6,2026-01-16,Nashville,Residential,0,0,178.34,1.47,1.24,38.45,27.43,1,0,0,37,187,4.9
5490,7762,627,7,1,2026-01-16,Spring Hill,Residential,0,0,1157.22,4.39,3.95,134.39,314.63,1,1,0,31,236,4.5
5491,7763,1152,1,2,2026-01-16,Franklin,Commercial,0,1,962.41,2.22,2.29,80.09,235.86,1,0,0,27,101,4.7
5492,7764,516,5,3,2026-01-16,Spring Hill,Residential,1,0,189.24,1.42,1.48,42.78,30.14,0,0,0,46,262,4.8
5493,7765,1312,7,5,2026-01-16,Brentwood,Residential,0,0,921.34,4.4,4.42,159.26,234.61,1,0,0,40,259,4.7
5494,7766,577,3,5,2026-01-16,Franklin,Residential,0,0,9356.67,17.79,15.81,569.29,5084.11,1,0,0,47,321,4.7
5495,7767,1110,3,7,2026-01-16,Brentwood,Commercial,1,0,16210.58,10.41,11.91,416.86,6917.0,1,0,0,62,222,4.4
5496,7768,980,2,3,2026-01-16,Franklin,Commercial,1,0,954.22,2.31,2.64,76.67,249.94,0,0,0,12,224,4.6
5497,7769,1095,1,4,2026-01-16,Franklin,Commercial,0,0,764.25,2.17,2.09,58.54,161.84,1,0,0,31,269,4.2
5498,7771,387,3,5,2026-01-16,Nashville,Residential,0,0,10126.36,20.76,19.59,705.38,6722.14,1,0,0,14,246,4.6
5499,7773,31,5,1,2026-01-16,Spring Hill,Residential,0,0,183.48,0.94,0.94,31.92,30.45,1,0,0,35,236,4.8
5500,7776,777,5,1,2026-01-16,Nolensville,Residential,0,0,182.74,1.35,1.43,48.54,34.65,1,1,0,36,303,4.6
5501,7778,1064,2,2,2026-01-16,Franklin,Residential,0,0,581.69,2.4,2.08,72.83,131.19,1,0,0,34,193,4.6
5502,7780,605,2,1,2026-01-16,Franklin,Commercial,0,0,707.25,2.53,2.57,87.22,167.86,1,0,1,19,233,4.9
5503,7781,1255,5,8,2026-01-16,Nashville,Residential,1,0,140.0,1.36,1.52,41.01,21.84,1,0,0,33,146,4.0
5504,7782,1138,6,8,2026-01-16,Nashville,Residential,0,0,1096.72,3.3,3.39,91.56,488.64,1,0,0,41,251,4.2
5505,7783,975,5,6,2026-01-16,Nashville,Residential,0,0,284.6,1.29,1.29,40.09,36.68,1,0,0,62,221,4.9
5506,7784,388,5,4,2026-01-17,Brentwood,Residential,0,0,215.74,1.26,1.22,34.04,36.16,1,0,0,30,278,4.5
5507,7785,696,5,2,2026-01-17,Spring Hill,Residential,0,0,141.75,1.36,1.3,45.54,20.02,1,0,0,43,248,4.9
5508,7786,542,2,4,2026-01-17,Spring Hill,Residential,0,1,508.29,2.35,2.47,69.26,111.43,1,0,0,8,61,4.7
5509,7787,323,5,1,2026-01-17,Spring Hill,Residential,0,0,167.77,1.66,1.14,38.65,15.86,1,0,0,44,283,5.0
5510,7788,848,2,5,2026-01-17,Nolensville,Residential,0,1,455.52,2.7,2.45,88.11,103.22,1,0,0,43,123,4.8
5511,7790,1233,1,1,2026-01-17,Brentwood,Residential,1,0,399.02,2.36,2.21,75.25,92.76,1,0,0,22,213,4.3
5512,7791,483,1,5,2026-01-17,Nashville,Residential,0,0,387.81,1.72,1.8,64.69,79.6,1,0,1,20,293,4.2
5513,7792,1395,1,8,2026-01-17,Nashville,Residential,0,0,408.5,2.02,1.82,49.05,87.97,1,0,0,33,237,4.4
5514,7794,217,5,3,2026-01-18,Brentwood,Residential,1,0,197.4,1.43,1.15,33.28,28.99,1,0,0,33,174,4.5
5515,7795,81,1,2,2026-01-18,Franklin,Residential,0,1,444.49,1.97,1.25,43.68,119.09,1,0,0,8,151,5.0
5516,7798,1293,1,3,2026-01-18,Nashville,Residential,0,0,651.31,2.06,2.16,62.78,145.03,1,0,0,44,257,4.7
