estimate_id,customer_id,service_id,estimate_date,quoted_revenue,estimate_status,won_date,lead_source
6332,567,5,2025-11-14,170.93,Won,2025-11-14,Referral
6333,923,2,2025-11-09,637.52,Won,2025-11-14,Referral
6334,552,4,2025-11-08,2355.8,Open,,Referral
6335,34,1,2025-11-12,369.03,Won,2025-11-14,Direct Mail
6336,1407,3,2025-11-11,9521.1,Won,2025-11-14,Referral
6337,1441,3,2025-11-08,17141.81,Won,2025-11-14,Google
6338,1121,1,2025-11-14,427.67,Open,,Google
6339,858,5,2025-11-10,169.92,Won,2025-11-14,Organic
6340,683,1,2025-11-03,469.58,Won,2025-11-14,Home Services Marketplace
6341,225,5,2025-11-12,195.05,Won,2025-11-14,Home Services Marketplace
6342,872,5,2025-11-09,154.24,Won,2025-11-14,Organic
6343,861,1,2025-11-09,548.52,Won,2025-11-15,Home Services Marketplace
6344,1321,5,2025-11-08,204.18,Open,,Direct Mail
6345,174,2,2025-11-03,537.99,Won,2025-11-15,Google
6346,1184,2,2025-11-07,633.29,Open,,Google
6347,779,6,2025-11-12,1572.76,Open,,Home Services Marketplace
6348,911,3,2025-11-04,23369.94,Won,2025-11-15,Google
6349,664,1,2025-11-14,405.76,Won,2025-11-15,Referral
6350,192,4,2025-11-09,4876.97,Open,,Google
6351,111,1,2025-11-14,370.3,Won,2025-11-15,Organic
6352,789,2,2025-11-11,528.8,Won,2025-11-15,Home Services Marketplace
6353,991,4,2025-11-12,2473.89,Open,,Referral
6354,828,1,2025-11-13,627.82,Lost,,Google
6355,550,5,2025-11-07,219.48,Won,2025-11-15,Referral
6356,807,1,2025-11-05,776.47,Won,2025-11-15,Direct Mail
6357,1439,3,2025-11-14,26608.04,Won,2025-11-16,Google
6358,659,6,2025-11-07,1110.7,Won,2025-11-16,Direct Mail
6359,451,4,2025-11-08,3346.6,Won,2025-11-16,Home Services Marketplace
6360,1113,5,2025-11-12,167.99,Won,2025-11-16,Home Services Marketplace
6361,244,3,2025-11-15,9175.71,Open,,Organic
6362,343,1,2025-11-04,425.87,Won,2025-11-16,Google
6363,870,1,2025-11-11,553.85,Open,,Google
6364,167,5,2025-11-04,208.92,Open,,Referral
6365,402,4,2025-11-10,2180.21,Open,,Google
6366,164,2,2025-11-08,519.97,Won,2025-11-16,Google
6367,1435,2,2025-11-04,479.39,Won,2025-11-16,Referral
6368,961,1,2025-11-09,435.01,Won,2025-11-16,Referral
6369,204,1,2025-11-06,626.37,Won,2025-11-16,Home Services Marketplace
6370,110,5,2025-11-07,380.59,Won,2025-11-16,Google
6371,824,7,2025-11-05,1321.29,Lost,,Direct Mail
6372,1421,5,2025-11-09,150.94,Won,2025-11-17,Referral
6373,1267,1,2025-11-06,472.02,Won,2025-11-17,Home Services Marketplace
6374,274,4,2025-11-09,2406.37,Open,,Google
6375,660,1,2025-11-08,431.28,Won,2025-11-17,Google
6376,1333,1,2025-11-05,467.55,Open,,Direct Mail
6377,275,1,2025-11-14,448.01,Won,2025-11-17,Google
6378,953,6,2025-11-06,1638.46,Won,2025-11-17,Home Services Marketplace
6379,353,4,2025-11-14,2950.39,Lost,,Referral
6380,1398,1,2025-11-10,577.84,Open,,Google
6381,1373,1,2025-11-10,1081.53,Lost,,Referral
6382,121,1,2025-11-06,956.85,Won,2025-11-17,Home Services Marketplace
6383,540,4,2025-11-10,2897.77,Won,2025-11-17,Organic
6384,1272,4,2025-11-09,3888.4,Open,,Referral
6385,153,6,2025-11-17,1093.34,Won,2025-11-18,Organic
6386,255,2,2025-11-12,624.34,Won,2025-11-18,Home Services Marketplace
6387,650,1,2025-11-12,475.7,Won,2025-11-18,Home Services Marketplace
6388,858,1,2025-11-13,532.17,Won,2025-11-18,Organic
6389,371,4,2025-11-06,2111.22,Won,2025-11-18,Referral
6390,144,5,2025-11-18,118.0,Lost,,Referral
6391,394,5,2025-11-12,169.78,Open,,Home Services Marketplace
6392,1011,1,2025-11-18,372.21,Won,2025-11-18,Organic
6393,1095,4,2025-11-06,4800.54,Lost,,Referral
6394,782,1,2025-11-07,437.12,Won,2025-11-18,Organic
6395,1357,5,2025-11-13,143.53,Won,2025-11-18,Google
6396,219,7,2025-11-06,1131.96,Won,2025-11-18,Google
6397,535,1,2025-11-14,459.59,Won,2025-11-18,Home Services Marketplace
6398,629,3,2025-11-14,14335.68,Won,2025-11-18,Home Services Marketplace
6399,39,1,2025-11-17,422.65,Won,2025-11-18,Google
6400,1403,5,2025-11-07,229.88,Won,2025-11-18,Organic
6401,106,1,2025-11-12,592.14,Won,2025-11-18,Organic
6402,1013,3,2025-11-07,11602.84,Lost,,Google
6403,1163,6,2025-11-11,1140.56,Lost,,Google
6404,733,1,2025-11-13,657.68,Won,2025-11-18,Organic
6405,41,1,2025-11-13,481.94,Open,,Google
6406,1058,2,2025-11-15,506.43,Won,2025-11-18,Organic
6407,1405,5,2025-11-11,174.59,Won,2025-11-18,Google
6408,1428,5,2025-11-16,167.89,Open,,Organic
6409,153,1,2025-11-11,523.74,Won,2025-11-19,Organic
6410,822,1,2025-11-18,493.42,Won,2025-11-19,Organic
6411,1222,1,2025-11-08,457.72,Won,2025-11-19,Referral
6412,1022,5,2025-11-11,282.78,Open,,Home Services Marketplace
6413,510,1,2025-11-14,545.15,Won,2025-11-19,Google
6414,362,6,2025-11-16,1064.78,Won,2025-11-19,Referral
6415,201,5,2025-11-09,208.92,Won,2025-11-19,Home Services Marketplace
6416,469,5,2025-11-11,250.68,Won,2025-11-19,Referral
6417,917,1,2025-11-10,456.37,Won,2025-11-19,Google
6418,348,5,2025-11-07,151.2,Won,2025-11-19,Google
6419,86,1,2025-11-16,438.07,Won,2025-11-19,Organic
6420,547,5,2025-11-09,176.78,Won,2025-11-19,Google
6421,149,2,2025-11-08,608.18,Won,2025-11-19,Google
6422,863,6,2025-11-12,1392.36,Won,2025-11-20,Google
6423,718,2,2025-11-20,553.86,Won,2025-11-20,Organic
6424,30,1,2025-11-10,482.9,Won,2025-11-20,Referral
6425,327,3,2025-11-11,10057.39,Won,2025-11-20,Home Services Marketplace
6426,1026,2,2025-11-19,615.37,Won,2025-11-20,Organic
6427,34,2,2025-11-18,452.39,Won,2025-11-20,Direct Mail
6428,1333,1,2025-11-11,520.53,Won,2025-11-20,Direct Mail
6429,1168,1,2025-11-11,427.24,Won,2025-11-20,Referral
6430,675,1,2025-11-16,327.78,Won,2025-11-20,Organic
6431,887,5,2025-11-14,341.4,Open,,Google
6432,1214,1,2025-11-09,555.43,Open,,Direct Mail
6433,1161,1,2025-11-14,560.29,Open,,Referral
6434,371,2,2025-11-10,680.68,Won,2025-11-20,Referral
6435,53,1,2025-11-14,585.22,Open,,Referral
6436,948,6,2025-11-18,1032.78,Won,2025-11-20,Organic
6437,1370,2,2025-11-18,787.45,Won,2025-11-20,Organic
6438,893,6,2025-11-08,2562.5,Won,2025-11-20,Referral
6439,145,7,2025-11-17,2179.45,Won,2025-11-20,Organic
6440,522,5,2025-11-18,137.22,Won,2025-11-20,Google
6441,335,4,2025-11-18,2325.57,Won,2025-11-20,Referral
6442,200,5,2025-11-15,216.06,Won,2025-11-21,Direct Mail
6443,16,1,2025-11-15,429.51,Won,2025-11-21,Google
6444,787,5,2025-11-19,417.06,Won,2025-11-21,Google
6445,1159,1,2025-11-10,377.73,Won,2025-11-21,Referral
6446,355,4,2025-11-11,1989.06,Won,2025-11-21,Organic
6447,766,2,2025-11-17,466.48,Won,2025-11-21,Referral
6448,1421,1,2025-11-16,548.75,Won,2025-11-21,Referral
6449,834,2,2025-11-18,440.5,Open,,Google
6450,212,6,2025-11-12,1142.31,Won,2025-11-21,Google
6451,294,1,2025-11-14,520.7,Won,2025-11-21,Referral
6452,752,1,2025-11-15,483.1,Lost,,Referral
6453,565,1,2025-11-11,542.21,Won,2025-11-21,Referral
6454,1431,6,2025-11-20,1192.93,Won,2025-11-21,Google
6455,566,1,2025-11-14,576.83,Won,2025-11-21,Referral
6456,464,1,2025-11-14,593.67,Won,2025-11-21,Google
6457,370,1,2025-11-19,480.62,Lost,,Home Services Marketplace
6458,575,5,2025-11-10,245.02,Won,2025-11-21,Referral
6459,549,7,2025-11-13,1251.31,Open,,Home Services Marketplace
6460,518,1,2025-11-10,396.65,Won,2025-11-21,Organic
6461,1270,1,2025-11-21,513.99,Won,2025-11-22,Organic
6462,922,5,2025-11-10,180.2,Won,2025-11-22,Home Services Marketplace
6463,543,1,2025-11-17,522.45,Won,2025-11-22,Organic
6464,1448,4,2025-11-19,2241.31,Lost,,Organic
6465,72,1,2025-11-12,460.68,Won,2025-11-22,Referral
6466,219,3,2025-11-15,11286.5,Open,,Google
6467,393,3,2025-11-19,6813.32,Open,,Google
6468,384,1,2025-11-22,520.0,Open,,Google
6469,1198,1,2025-11-15,531.12,Won,2025-11-22,Referral
6470,335,6,2025-11-17,1283.09,Won,2025-11-22,Referral
6471,322,1,2025-11-10,416.71,Won,2025-11-22,Google
6472,418,2,2025-11-14,462.65,Lost,,Direct Mail
6473,939,1,2025-11-22,534.5,Lost,,Organic
6474,96,5,2025-11-17,177.36,Won,2025-11-22,Google
6475,357,4,2025-11-13,2120.09,Lost,,Referral
6476,285,1,2025-11-16,379.23,Open,,Referral
6477,966,6,2025-11-15,991.83,Lost,,Referral
6478,351,1,2025-11-22,655.3,Won,2025-11-23,Home Services Marketplace
6479,1367,5,2025-11-11,194.64,Won,2025-11-23,Organic
6480,651,1,2025-11-19,468.39,Won,2025-11-23,Referral
6481,788,5,2025-11-14,215.49,Lost,,Direct Mail
6482,111,5,2025-11-12,208.92,Open,,Organic
6483,1384,5,2025-11-23,166.3,Won,2025-11-23,Referral
6484,491,1,2025-11-20,416.39,Won,2025-11-23,Organic
6485,1411,1,2025-11-18,547.74,Open,,Google
6486,20,4,2025-11-19,3976.92,Open,,Home Services Marketplace
6487,845,5,2025-11-21,141.35,Won,2025-11-23,Home Services Marketplace
6488,175,1,2025-11-24,409.22,Won,2025-11-24,Organic
6489,376,6,2025-11-19,1131.64,Won,2025-11-24,Google
6490,472,1,2025-11-23,777.68,Won,2025-11-24,Referral
6491,565,1,2025-11-12,365.74,Lost,,Referral
6492,727,5,2025-11-23,221.36,Won,2025-11-24,Organic
6493,595,3,2025-11-16,11194.96,Won,2025-11-24,Google
6494,1331,1,2025-11-21,454.46,Won,2025-11-24,Home Services Marketplace
6495,837,3,2025-11-24,8345.15,Won,2025-11-24,Home Services Marketplace
6496,1214,1,2025-11-19,544.9,Won,2025-11-24,Direct Mail
6497,203,1,2025-11-21,380.03,Won,2025-11-24,Referral
6498,820,1,2025-11-12,416.17,Lost,,Direct Mail
6499,737,5,2025-11-13,228.18,Won,2025-11-24,Home Services Marketplace
6500,200,1,2025-11-17,446.14,Won,2025-11-24,Direct Mail
6501,393,4,2025-11-22,2548.2,Open,,Google
6502,1238,4,2025-11-18,2205.15,Open,,Referral
6503,1311,3,2025-11-20,8075.08,Won,2025-11-24,Organic
6504,207,3,2025-11-22,9588.15,Won,2025-11-25,Referral
6505,384,5,2025-11-20,191.79,Won,2025-11-25,Google
6506,773,5,2025-11-25,210.44,Lost,,Google
6507,872,5,2025-11-20,190.31,Won,2025-11-25,Organic
6508,1317,5,2025-11-25,163.61,Won,2025-11-25,Direct Mail
6509,608,1,2025-11-24,669.81,Won,2025-11-25,Organic
6510,11,2,2025-11-15,439.73,Won,2025-11-25,Referral
6511,1117,1,2025-11-17,566.56,Won,2025-11-25,Google
6512,792,3,2025-11-16,10920.39,Open,,Referral
6513,704,5,2025-11-13,168.06,Open,,Organic
6514,1097,4,2025-11-21,2169.28,Won,2025-11-25,Referral
6515,137,5,2025-11-22,133.71,Won,2025-11-25,Google
6516,423,6,2025-11-25,1930.82,Open,,Organic
6517,731,7,2025-11-14,1033.03,Won,2025-11-25,Google
6518,1284,6,2025-11-14,1307.52,Open,,Google
6519,1388,5,2025-11-17,182.2,Won,2025-11-25,Google
6520,1077,4,2025-11-13,2661.76,Open,,Referral
6521,753,5,2025-11-21,158.19,Won,2025-11-25,Home Services Marketplace
6522,769,3,2025-11-23,10013.12,Won,2025-11-25,Google
6523,61,2,2025-11-20,610.2,Won,2025-11-25,Google
6524,1124,3,2025-11-18,9160.5,Won,2025-11-25,Organic
6525,436,3,2025-11-19,10959.87,Lost,,Google
6526,76,1,2025-11-16,513.59,Won,2025-11-25,Organic
6527,694,4,2025-11-17,2999.05,Open,,Google
6528,233,5,2025-11-23,257.09,Won,2025-11-26,Google
6529,341,1,2025-11-22,385.11,Open,,Organic
6530,774,2,2025-11-26,758.53,Won,2025-11-26,Referral
6531,769,2,2025-11-16,572.48,Won,2025-11-26,Google
6532,1031,1,2025-11-24,390.79,Won,2025-11-26,Google
6533,574,3,2025-11-20,8791.13,Won,2025-11-26,Organic
6534,438,5,2025-11-18,267.01,Lost,,Google
6535,1101,2,2025-11-15,815.41,Won,2025-11-26,Home Services Marketplace
6536,1129,5,2025-11-18,187.29,Won,2025-11-26,Referral
6537,79,1,2025-11-17,448.17,Won,2025-11-26,Google
6538,1311,5,2025-11-21,194.02,Won,2025-11-26,Organic
6539,1293,5,2025-11-18,203.13,Lost,,Google
6540,493,5,2025-11-24,401.08,Won,2025-11-26,Organic
6541,582,2,2025-11-24,523.74,Lost,,Google
6542,1307,1,2025-11-22,1019.34,Won,2025-11-26,Google
6543,820,6,2025-11-15,1090.21,Won,2025-11-26,Direct Mail
6544,51,6,2025-11-20,1190.54,Won,2025-11-26,Organic
6545,738,1,2025-11-15,464.89,Won,2025-11-26,Referral
6546,154,2,2025-11-17,612.11,Won,2025-11-26,Google
6547,264,5,2025-11-16,155.03,Won,2025-11-26,Google
6548,1023,2,2025-11-19,429.19,Lost,,Referral
6549,264,3,2025-11-20,9496.92,Open,,Google
6550,328,7,2025-11-24,920.11,Won,2025-11-27,Google
6551,1368,1,2025-11-23,480.77,Won,2025-11-27,Google
6552,1249,1,2025-11-22,505.14,Lost,,Google
6553,939,2,2025-11-20,609.94,Lost,,Organic
6554,1175,2,2025-11-20,661.33,Won,2025-11-27,Referral
6555,1182,6,2025-11-15,1030.98,Won,2025-11-27,Google
6556,1120,6,2025-11-21,1751.35,Won,2025-11-27,Organic
6557,405,6,2025-11-24,2015.63,Lost,,Referral
6558,217,4,2025-11-16,1887.02,Open,,Home Services Marketplace
6559,804,5,2025-11-27,200.07,Won,2025-11-27,Home Services Marketplace
6560,241,4,2025-11-27,3236.95,Won,2025-11-27,Referral
6561,1151,1,2025-11-17,436.3,Open,,Referral
6562,969,1,2025-11-21,743.96,Won,2025-11-27,Organic
6563,1320,2,2025-11-26,943.38,Won,2025-11-27,Direct Mail
6564,190,2,2025-11-21,544.89,Won,2025-11-27,Referral
6565,352,3,2025-11-22,10912.47,Won,2025-11-27,Direct Mail
6566,1204,1,2025-11-24,430.34,Won,2025-11-27,Organic
6567,1217,1,2025-11-23,594.33,Open,,Google
6568,937,1,2025-11-24,891.81,Lost,,Referral
6569,1007,5,2025-11-26,437.47,Won,2025-11-27,Referral
6570,62,2,2025-11-19,545.21,Won,2025-11-27,Google
6571,399,2,2025-11-23,546.87,Won,2025-11-28,Organic
6572,770,2,2025-11-19,591.82,Won,2025-11-28,Organic
6573,664,4,2025-11-24,2796.58,Open,,Referral
6574,965,5,2025-11-24,237.47,Won,2025-11-28,Referral
6575,668,1,2025-11-25,425.49,Won,2025-11-28,Home Services Marketplace
6576,861,1,2025-11-21,431.93,Won,2025-11-28,Home Services Marketplace
6577,1414,3,2025-11-24,9101.78,Won,2025-11-28,Organic
6578,751,1,2025-11-16,790.65,Open,,Google
6579,14,5,2025-11-20,151.91,Open,,Referral
6580,931,5,2025-11-27,237.78,Won,2025-11-28,Direct Mail
6581,128,1,2025-11-17,550.48,Won,2025-11-28,Google
6582,1230,5,2025-11-23,158.39,Won,2025-11-28,Referral
6583,660,5,2025-11-21,155.97,Won,2025-11-28,Google
6584,1265,4,2025-11-25,2849.06,Won,2025-11-28,Google
6585,1391,1,2025-11-21,678.56,Lost,,Google
6586,280,6,2025-11-23,1057.02,Won,2025-11-28,Direct Mail
6587,1013,2,2025-11-27,532.52,Open,,Google
6588,759,5,2025-11-20,398.67,Won,2025-11-28,Google
6589,1070,5,2025-11-20,223.62,Won,2025-11-28,Organic
6590,641,1,2025-11-21,387.19,Won,2025-11-28,Home Services Marketplace
6591,296,5,2025-11-27,174.94,Won,2025-11-28,Direct Mail
6592,1023,1,2025-11-24,479.03,Open,,Referral
6593,1104,1,2025-11-20,384.58,Won,2025-11-28,Google
6594,648,1,2025-11-25,646.11,Won,2025-11-28,Direct Mail
6595,1208,1,2025-11-17,477.73,Won,2025-11-28,Google
6596,558,1,2025-11-25,492.87,Lost,,Google
6597,734,1,2025-11-21,526.97,Won,2025-11-29,Google
6598,140,4,2025-11-21,1982.68,Won,2025-11-29,Google
6599,452,2,2025-11-25,442.01,Won,2025-11-29,Organic
6600,178,5,2025-11-17,188.81,Lost,,Google
6601,323,2,2025-11-20,544.57,Won,2025-11-29,Referral
6602,981,4,2025-11-20,1659.08,Lost,,Referral
6603,1128,1,2025-11-19,494.89,Won,2025-11-29,Referral
6604,357,1,2025-11-27,536.89,Lost,,Referral
6605,567,1,2025-11-27,442.74,Won,2025-11-29,Referral
6606,1272,3,2025-11-20,16271.41,Lost,,Referral
6607,1415,1,2025-11-19,429.49,Lost,,Organic
6608,676,6,2025-11-19,1647.01,Open,,Google
6609,259,1,2025-11-27,338.91,Won,2025-11-29,Home Services Marketplace
6610,1033,5,2025-11-26,170.97,Won,2025-11-29,Referral
6611,923,5,2025-11-22,159.95,Won,2025-11-29,Referral
6612,554,2,2025-11-27,513.87,Won,2025-11-29,Google
6613,1248,5,2025-11-19,228.47,Won,2025-11-30,Google
6614,418,2,2025-11-18,577.44,Won,2025-11-30,Direct Mail
6615,630,3,2025-11-25,11225.4,Open,,Organic
6616,1161,4,2025-11-25,2016.62,Won,2025-11-30,Referral
6617,481,4,2025-11-21,2831.26,Won,2025-11-30,Home Services Marketplace
6618,174,6,2025-11-19,1020.25,Won,2025-11-30,Google
6619,331,5,2025-11-19,142.51,Won,2025-11-30,Organic
6620,538,5,2025-11-24,202.09,Won,2025-11-30,Referral
6621,270,2,2025-11-22,517.25,Won,2025-11-30,Organic
6622,953,1,2025-11-30,524.13,Won,2025-11-30,Home Services Marketplace
6623,536,5,2025-11-20,247.04,Won,2025-11-30,Referral
6624,1178,5,2025-11-21,172.12,Won,2025-11-30,Home Services Marketplace
6625,1087,3,2025-11-19,18485.74,Won,2025-11-30,Direct Mail
6626,1183,1,2025-11-30,388.9,Won,2025-11-30,Google
6627,1042,4,2025-11-24,2096.44,Won,2025-12-01,Google
6628,1295,6,2025-11-20,1043.84,Won,2025-12-01,Organic
6629,1224,1,2025-11-25,508.43,Lost,,Organic
6630,1138,2,2025-11-27,356.41,Won,2025-12-01,Organic
6631,1070,1,2025-11-24,499.01,Won,2025-12-01,Organic
6632,1385,6,2025-11-20,1769.15,Open,,Home Services Marketplace
6633,1261,3,2025-11-22,12268.0,Open,,Organic
6634,1446,1,2025-11-27,689.07,Won,2025-12-01,Home Services Marketplace
6635,151,4,2025-11-19,2230.26,Won,2025-12-01,Home Services Marketplace
6636,1120,5,2025-11-28,428.54,Won,2025-12-01,Organic
6637,657,1,2025-11-30,374.63,Lost,,Referral
6638,628,4,2025-11-22,2438.51,Won,2025-12-01,Referral
6639,612,5,2025-11-25,185.85,Won,2025-12-01,Google
6640,1092,1,2025-11-28,584.85,Won,2025-12-01,Google
6641,1416,7,2025-11-20,1134.6,Won,2025-12-01,Referral
6642,1057,3,2025-12-01,13247.49,Won,2025-12-01,Referral
6643,340,1,2025-11-29,465.58,Won,2025-12-01,Google
6644,852,1,2025-11-23,498.42,Won,2025-12-01,Home Services Marketplace
6645,770,4,2025-11-29,1551.01,Won,2025-12-01,Organic
6646,994,2,2025-11-27,475.42,Open,,Google
6647,526,2,2025-11-25,525.58,Won,2025-12-01,Google
6648,376,2,2025-11-21,510.99,Won,2025-12-02,Google
6649,1011,1,2025-11-20,465.94,Lost,,Organic
6650,142,5,2025-11-28,186.1,Lost,,Home Services Marketplace
6651,1430,5,2025-11-24,202.86,Won,2025-12-02,Referral
6652,1250,6,2025-11-26,1241.69,Won,2025-12-02,Organic
6653,40,1,2025-11-27,676.95,Won,2025-12-02,Direct Mail
6654,603,2,2025-11-23,584.72,Won,2025-12-02,Google
6655,604,2,2025-11-20,493.01,Open,,Referral
6656,817,3,2025-11-22,9380.66,Won,2025-12-02,Organic
6657,477,1,2025-12-02,491.06,Won,2025-12-02,Direct Mail
6658,757,6,2025-11-24,899.27,Won,2025-12-02,Google
6659,1146,1,2025-11-20,519.61,Won,2025-12-02,Home Services Marketplace
6660,1220,1,2025-11-20,515.19,Open,,Google
6661,365,6,2025-12-02,1260.67,Won,2025-12-02,Organic
6662,860,2,2025-11-23,468.29,Won,2025-12-02,Referral
6663,1269,1,2025-12-02,516.02,Open,,Referral
6664,1019,5,2025-11-21,171.91,Open,,Organic
6665,384,1,2025-11-28,430.07,Lost,,Google
6666,1371,2,2025-11-21,510.8,Won,2025-12-02,Google
6667,1317,4,2025-11-30,2366.96,Open,,Direct Mail
6668,467,5,2025-11-25,164.44,Lost,,Organic
6669,42,1,2025-11-22,515.34,Won,2025-12-02,Home Services Marketplace
6670,800,5,2025-11-20,167.33,Lost,,Google
6671,497,1,2025-11-26,790.83,Won,2025-12-02,Google
6672,968,2,2025-11-23,588.92,Won,2025-12-02,Organic
6673,1331,6,2025-11-28,1519.7,Won,2025-12-03,Home Services Marketplace
6674,288,6,2025-11-29,1214.8,Won,2025-12-03,Referral
6675,242,5,2025-11-29,300.44,Won,2025-12-03,Direct Mail
6676,835,5,2025-11-22,154.38,Won,2025-12-03,Google
6677,24,1,2025-11-23,444.91,Won,2025-12-03,Referral
6678,940,1,2025-11-26,597.56,Won,2025-12-03,Google
6679,1175,3,2025-12-03,9298.8,Lost,,Referral
6680,214,1,2025-11-22,515.04,Open,,Google
6681,688,5,2025-11-29,216.56,Won,2025-12-03,Referral
6682,542,6,2025-12-02,1053.73,Won,2025-12-03,Google
6683,439,5,2025-11-26,306.97,Lost,,Home Services Marketplace
6684,380,1,2025-11-21,407.24,Won,2025-12-03,Organic
6685,198,6,2025-11-21,1453.25,Won,2025-12-03,Direct Mail
6686,821,2,2025-11-25,354.46,Won,2025-12-03,Referral
6687,753,1,2025-12-01,456.94,Won,2025-12-03,Home Services Marketplace
6688,898,4,2025-11-21,5931.39,Lost,,Home Services Marketplace
6689,2,4,2025-12-02,2616.44,Won,2025-12-03,Home Services Marketplace
6690,1425,5,2025-12-03,225.13,Lost,,Google
6691,995,5,2025-12-03,164.88,Won,2025-12-03,Direct Mail
6692,190,6,2025-12-01,1172.2,Open,,Referral
6693,774,1,2025-11-29,388.58,Open,,Referral
6694,863,4,2025-11-25,5751.27,Won,2025-12-03,Google
6695,805,3,2025-11-25,8568.61,Open,,Referral
6696,878,1,2025-11-28,453.55,Won,2025-12-04,Organic
6697,872,3,2025-12-01,6792.29,Won,2025-12-04,Organic
6698,610,5,2025-11-22,216.97,Won,2025-12-04,Google
6699,667,1,2025-12-02,1056.75,Won,2025-12-04,Organic
6700,969,5,2025-11-28,141.47,Lost,,Organic
6701,553,3,2025-11-29,10476.83,Won,2025-12-04,Referral
6702,668,1,2025-11-25,590.71,Won,2025-12-04,Home Services Marketplace
6703,1404,1,2025-12-04,385.5,Open,,Organic
6704,304,5,2025-12-04,169.84,Lost,,Referral
6705,1038,5,2025-12-01,187.31,Open,,Referral
6706,252,2,2025-12-02,423.05,Open,,Direct Mail
6707,1079,2,2025-11-27,486.38,Open,,Google
6708,817,2,2025-12-04,531.13,Won,2025-12-04,Organic
6709,916,6,2025-12-03,1365.22,Open,,Direct Mail
6710,491,5,2025-12-01,182.08,Won,2025-12-04,Organic
6711,933,1,2025-12-04,361.52,Won,2025-12-04,Google
6712,284,3,2025-12-02,9186.26,Lost,,Referral
6713,498,1,2025-11-25,431.39,Won,2025-12-04,Referral
6714,62,1,2025-11-22,404.49,Won,2025-12-04,Google
6715,223,6,2025-12-02,988.85,Lost,,Google
6716,846,1,2025-11-26,459.5,Won,2025-12-04,Direct Mail
6717,1168,2,2025-11-28,455.12,Won,2025-12-04,Referral
6718,1372,1,2025-11-23,520.92,Won,2025-12-04,Referral
6719,556,1,2025-11-30,414.1,Open,,Google
6720,1038,5,2025-12-01,261.18,Lost,,Referral
6721,1259,5,2025-11-27,149.9,Open,,Organic
6722,1079,2,2025-11-25,495.5,Won,2025-12-05,Google
6723,920,6,2025-12-02,1180.16,Won,2025-12-05,Google
6724,246,5,2025-12-02,175.01,Open,,Referral
6725,131,6,2025-11-25,1174.25,Won,2025-12-05,Direct Mail
6726,1122,1,2025-11-26,497.01,Won,2025-12-05,Referral
6727,1428,3,2025-11-23,14048.45,Lost,,Organic
6728,986,2,2025-11-30,512.92,Won,2025-12-05,Home Services Marketplace
6729,291,2,2025-11-29,526.51,Won,2025-12-05,Referral
6730,411,2,2025-12-01,409.98,Won,2025-12-05,Organic
6731,1002,1,2025-11-28,480.42,Won,2025-12-05,Google
6732,1361,5,2025-11-24,179.51,Open,,Google
6733,1124,2,2025-11-28,613.49,Won,2025-12-05,Organic
6734,202,5,2025-12-04,186.43,Open,,Google
6735,1254,5,2025-12-02,183.46,Won,2025-12-05,Home Services Marketplace
6736,1397,2,2025-12-03,599.32,Won,2025-12-05,Direct Mail
6737,47,5,2025-11-24,140.01,Won,2025-12-05,Direct Mail
6738,938,2,2025-11-27,283.26,Lost,,Home Services Marketplace
6739,517,5,2025-11-27,206.06,Won,2025-12-06,Google
6740,1089,5,2025-11-25,185.91,Won,2025-12-06,Google
6741,363,5,2025-11-28,154.24,Won,2025-12-06,Organic
6742,727,5,2025-11-30,233.17,Won,2025-12-06,Organic
6743,809,7,2025-12-04,1287.7,Won,2025-12-06,Home Services Marketplace
6744,640,5,2025-12-06,165.1,Won,2025-12-06,Organic
6745,987,5,2025-11-27,362.09,Won,2025-12-06,Google
6746,699,1,2025-12-05,584.21,Won,2025-12-06,Direct Mail
6747,294,5,2025-11-24,207.8,Won,2025-12-06,Referral
6748,741,1,2025-12-05,515.46,Won,2025-12-06,Google
6749,228,1,2025-12-06,495.38,Won,2025-12-06,Google
6750,716,1,2025-12-01,430.16,Won,2025-12-06,Organic
6751,501,6,2025-12-04,1234.38,Won,2025-12-06,Google
6752,939,2,2025-12-06,508.13,Lost,,Organic
6753,29,6,2025-11-24,993.97,Lost,,Organic
6754,276,3,2025-11-25,8095.39,Open,,Google
6755,886,7,2025-11-26,1011.2,Won,2025-12-06,Google
6756,439,6,2025-11-28,1683.58,Won,2025-12-06,Home Services Marketplace
6757,607,5,2025-12-04,175.62,Won,2025-12-06,Google
6758,369,2,2025-11-25,606.28,Won,2025-12-06,Referral
6759,554,5,2025-11-28,238.96,Won,2025-12-06,Google
6760,1244,5,2025-11-27,224.23,Won,2025-12-06,Organic
6761,311,5,2025-12-01,170.79,Won,2025-12-06,Referral
6762,1279,5,2025-11-25,187.29,Open,,Google
6763,464,2,2025-11-30,516.58,Won,2025-12-06,Google
6764,613,1,2025-11-27,584.76,Won,2025-12-06,Google
6765,208,5,2025-12-02,175.88,Won,2025-12-06,Referral
6766,1047,7,2025-11-28,812.72,Won,2025-12-06,Home Services Marketplace
6767,975,1,2025-12-01,467.53,Won,2025-12-07,Referral
6768,653,1,2025-11-28,470.73,Won,2025-12-07,Google
6769,321,5,2025-12-06,256.36,Open,,Organic
6770,842,3,2025-12-01,9569.41,Won,2025-12-07,Referral
6771,819,6,2025-11-26,822.48,Lost,,Organic
6772,1101,2,2025-12-05,615.37,Won,2025-12-07,Home Services Marketplace
